# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 3K of event 'L1-icache-load-misses'
# Event count (approx.): 3950
#
# Overhead  Command      Source Shared Object   Source Symbol                        Target Symbol                         Basic Block Cycles
# ........  ...........  .....................  ...................................  ....................................  ..................
#
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa8705eb7               [k] 0xffffffffa877553f                2                 
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa8706087               [k] 0xffffffffa8709e6a                19                
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa87065ed               [k] 0xffffffffa86c6622                41                
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa8706607               [k] 0xffffffffa8718985                117               
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa8706607               [k] 0xffffffffa8718985                12                
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa870924d               [k] 0xffffffffa8649d70                40                
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa870924d               [k] 0xffffffffa8649d70                9                 
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa870924d               [k] 0xffffffffa8649d70                6                 
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa8709267               [k] 0xffffffffa8737fdb                2                 
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa8709267               [k] 0xffffffffa8896589                7                 
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa8709357               [k] 0xffffffffa8609ef1                7                 
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa87093c2               [k] 0xffffffffa8705dd2                1                 
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa8709e65               [k] 0xffffffffa8706080                3                 
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa8709e6f               [k] 0xffffffffa8709ebf                12                
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa8709e74               [k] 0xffffffffa871a500                23                
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa8709e74               [k] 0xffffffffa871a500                4                 
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa8709eba               [k] 0xffffffffa8709e50                10                
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa8709eba               [k] 0xffffffffa8709e50                3                 
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa8709ec7               [k] 0xffffffffa8701110                12                
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa870a537               [k] 0xffffffffa871640a                31                
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa870a580               [k] 0xffffffffa8716390                13                
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa870ac9d               [k] 0xffffffffa8712d81                99                
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa870ac9d               [k] 0xffffffffa8712d81                76                
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa870bf97               [k] 0xffffffffa8716a4d                28                
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa870bf97               [k] 0xffffffffa8716a4d                21                
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa870bf97               [k] 0xffffffffa8716a4d                1                 
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa870ffbd               [k] 0xffffffffa872e480                28                
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa870ffbd               [k] 0xffffffffa872e480                2                 
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa8710007               [k] 0xffffffffa8716363                33                
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa8710007               [k] 0xffffffffa8716363                17                
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa8710007               [k] 0xffffffffa8716363                15                
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa8710007               [k] 0xffffffffa8716363                9                 
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa8712c4a               [k] 0xffffffffa870a4f0                42                
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa8712d7c               [k] 0xffffffffa870abb0                29                
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa8712d7c               [k] 0xffffffffa870abb0                27                
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa8712ee2               [k] 0xffffffffa8712fb3                45                
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa8712ee2               [k] 0xffffffffa8712fb3                36                
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa8712fae               [k] 0xffffffffa8712e00                310               
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa8712fae               [k] 0xffffffffa8712e00                102               
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa8712fae               [k] 0xffffffffa8712e00                100               
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa8712fae               [k] 0xffffffffa8712e00                90                
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa8712fc7               [k] 0xffffffffa87163f8                20                
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa871634e               [k] 0xffffffffa8712be0                21                
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa871635e               [k] 0xffffffffa870ff40                7                 
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa871635e               [k] 0xffffffffa870ff40                6                 
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa871635e               [k] 0xffffffffa870ff40                1                 
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa871638b               [k] 0xffffffffa870a560                14                
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa871638b               [k] 0xffffffffa870a560                8                 
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa87163f3               [k] 0xffffffffa8712f20                65                
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa87163f3               [k] 0xffffffffa8712f20                12                
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa8716405               [k] 0xffffffffa870a4f0                12                
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa8716418               [k] 0xffffffffa8716893                15                
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa8716418               [k] 0xffffffffa8716893                6                 
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa871688e               [k] 0xffffffffa8716330                72                
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa871688e               [k] 0xffffffffa8716330                42                
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa871688e               [k] 0xffffffffa8716330                29                
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa8716a48               [k] 0xffffffffa870bf90                86                
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa8716a48               [k] 0xffffffffa870bf90                51                
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa8716a48               [k] 0xffffffffa870bf90                47                
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa8716a5b               [k] 0xffffffffa86fe74e                9                 
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa8716eb3               [k] 0xffffffffa8717092                11                
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa87170a0               [k] 0xffffffffa8701105                10                
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa87170a0               [k] 0xffffffffa8701105                1                 
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa87184f3               [k] 0xffffffffa871a892                58                
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa8718718               [k] 0xffffffffa8c96430                176               
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa8718980               [k] 0xffffffffa87065b0                185               
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa8718980               [k] 0xffffffffa87065b0                71                
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa8718980               [k] 0xffffffffa87065b0                68                
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa8718980               [k] 0xffffffffa87065b0                65                
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa8718ad4               [k] 0xffffffffa871a880                284               
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa871a58e               [k] 0xffffffffa875eac0                68                
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa871a59d               [k] 0xffffffffa8709e79                2                 
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa871a88d               [k] 0xffffffffa8718470                25                
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa871aa15               [k] 0xffffffffa871ab7d                113               
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa871b58c               [k] 0xffffffffa871ba00                8                 
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa871b61f               [k] 0xffffffffa8770960                235               
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa871b61f               [k] 0xffffffffa8770960                140               
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa871b9fb               [k] 0xffffffffa871b520                32                
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa871b9fb               [k] 0xffffffffa871b520                25                
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa871b9fb               [k] 0xffffffffa871b520                5                 
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa871bb85               [k] 0xffffffffa870058d                72                
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa871bb85               [k] 0xffffffffa870058d                50                
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa871c732               [k] 0xffffffffa875eac0                941               
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa871c73b               [k] 0xffffffffa871c794                1                 
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa871c78f               [k] 0xffffffffa871c670                116               
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa871c7ac               [k] 0xffffffffa871cd72                5                 
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa871cd6d               [k] 0xffffffffa871c760                5                 
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa871cd77               [k] 0xffffffffa8705ea9                1                 
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa871cd81               [k] 0xffffffffa86c6960                53                
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa872df9b               [k] 0xffffffffa87103f7                48                
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa872df9b               [k] 0xffffffffa87103f7                24                
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa872e535               [k] 0xffffffffa870ffc2                52                
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa872e535               [k] 0xffffffffa870ffc2                51                
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa872e535               [k] 0xffffffffa870ffc2                27                
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa872e535               [k] 0xffffffffa870ffc2                22                
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa873665b               [k] 0xffffffffa8738066                22                
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa8736b94               [k] 0xffffffffa8738028                16                
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa8737fd6               [k] 0xffffffffa8709240                5                 
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa8738023               [k] 0xffffffffa8736b40                30                
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa8738056               [k] 0xffffffffa87372b0                6                 
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa8738061               [k] 0xffffffffa8736620                4                 
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa875eaca               [k] 0xffffffffa871a593                1                 
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa875eaca               [k] 0xffffffffa871c737                2                 
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa875eaca               [k] 0xffffffffa88a7518                5                 
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa875eaca               [k] 0xffffffffa88aa4a6                4                 
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa875eaca               [k] 0xffffffffa8d35477                1                 
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa8760f15               [k] 0xffffffffa8760f71                34                
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa8760f15               [k] 0xffffffffa8760f71                2                 
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa8760fd1               [k] 0xffffffffa93c443b                24                
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa8760fd1               [k] 0xffffffffa93c443b                5                 
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa87624c4               [k] 0xffffffffa8763c4b                4                 
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa8762c1b               [k] 0xffffffffa86c6960                5                 
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa8762c25               [k] 0xffffffffa8764bbd                2                 
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa8763ce7               [k] 0xffffffffa8765b80                50                
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa8763d12               [k] 0xffffffffa876402e                21                
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa876402f               [k] 0xffffffffa96000d6                5                 
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa8764bb8               [k] 0xffffffffa8762be0                209               
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa8764bc7               [k] 0xffffffffa8775514                2                 
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa8765b9d               [k] 0xffffffffa8763cec                11                
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa876e012               [k] 0xffffffffa87e13d0                39                
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa876e012               [k] 0xffffffffa87e13d0                30                
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa876e012               [k] 0xffffffffa87e13d0                17                
     0.03%  memcached    [kernel.kallsyms]      [.] 0xffffffffa876e672               [.] 0xffffffffa897bce0                90                
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa876e672               [k] 0xffffffffa897bce0                75                
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa876e698               [k] 0xffffffffa88b3330                51                
     0.03%  memcached    [kernel.kallsyms]      [.] 0xffffffffa876e698               [.] 0xffffffffa88b3330                47                
     0.03%  memcached    [kernel.kallsyms]      [.] 0xffffffffa876e698               [.] 0xffffffffa88b3330                29                
     0.03%  memcached    [kernel.kallsyms]      [.] 0xffffffffa876e698               [.] 0xffffffffa88b3330                23                
     0.03%  memcached    [kernel.kallsyms]      [.] 0xffffffffa876e6ab               [.] 0xffffffffa876e790                6                 
     0.03%  memcached    [kernel.kallsyms]      [.] 0xffffffffa876e722               [.] 0xffffffffa864c440                4                 
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa876e722               [k] 0xffffffffa864c440                3                 
     0.03%  memcached    [kernel.kallsyms]      [.] 0xffffffffa876e781               [.] 0xffffffffa864c950                19                
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa876e781               [k] 0xffffffffa864c950                11                
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa87702ad               [k] 0xffffffffa8789fb3                5                 
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa8772060               [k] 0xffffffffa89f6380                39                
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa8772060               [k] 0xffffffffa89f6380                33                
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa8772060               [k] 0xffffffffa89f6380                4                 
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa87754d3               [k] 0xffffffffa8709aa0                115               
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa8775535               [k] 0xffffffffa8840e20                5                 
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa877553a               [k] 0xffffffffa8705d80                8                 
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa877553f               [k] 0xffffffffa8784e80                3                 
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa8775548               [k] 0xffffffffa8789fa9                2                 
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa87758d7               [k] 0xffffffffa878a7f0                9                 
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa877595c               [k] 0xffffffffa93c90b0                73                
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa877595c               [k] 0xffffffffa93c90b0                60                
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa877595c               [k] 0xffffffffa93c90b0                58                
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa877595c               [k] 0xffffffffa93c90b0                52                
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa877595c               [k] 0xffffffffa93c90b0                34                
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa877595c               [k] 0xffffffffa93c90b0                21                
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa8775a8d               [k] 0xffffffffa87762b7                78                
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa8775a8d               [k] 0xffffffffa87762b7                44                
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa8775c0e               [k] 0xffffffffa8ca0f00                18                
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa8775c0e               [k] 0xffffffffa8ca0f00                6                 
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa8775c1e               [k] 0xffffffffa87767ea                13                
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa8775c1e               [k] 0xffffffffa87767ea                12                
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa8775efe               [k] 0xffffffffa8776059                32                
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa8775efe               [k] 0xffffffffa8776059                16                
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa8775f13               [k] 0xffffffffa8ca0ff0                11                
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa8775f13               [k] 0xffffffffa8ca0ff0                5                 
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa8776054               [k] 0xffffffffa8775ed0                71                
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa8776054               [k] 0xffffffffa8775ed0                30                
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa8776064               [k] 0xffffffffa93ca320                7                 
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa8776064               [k] 0xffffffffa93ca320                6                 
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa8776071               [k] 0xffffffffa878a780                9                 
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa8776071               [k] 0xffffffffa878a780                8                 
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa877607f               [k] 0xffffffffa93ca740                2                 
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa87762b2               [k] 0xffffffffa87759d0                23                
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa87768b1               [k] 0xffffffffa8701620                25                
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa877693e               [k] 0xffffffffa93ca470                37                
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa877693e               [k] 0xffffffffa93ca470                14                
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa877696f               [k] 0xffffffffa93ca320                25                
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa877696f               [k] 0xffffffffa93ca320                9                 
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa8776982               [k] 0xffffffffa93c909b                15                
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa8776982               [k] 0xffffffffa93c909b                12                
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa8776e09               [k] 0xffffffffa93ca470                69                
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa8776e09               [k] 0xffffffffa93ca470                56                
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa8776e25               [k] 0xffffffffa877a340                38                
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa8776e25               [k] 0xffffffffa877a340                2                 
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa8776eac               [k] 0xffffffffa8775f70                21                
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa8776eac               [k] 0xffffffffa8775f70                15                
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa8778620               [k] 0xffffffffa8648e40                155               
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa8778620               [k] 0xffffffffa8648e40                106               
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa87786bd               [k] 0xffffffffa89f6368                37                
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa87786bd               [k] 0xffffffffa89f6368                13                
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa8778921               [k] 0xffffffffa8648e40                63                
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa8778921               [k] 0xffffffffa8648e40                13                
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa8778982               [k] 0xffffffffa878a79f                11                
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa877a389               [k] 0xffffffffa8648e40                169               
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa877a389               [k] 0xffffffffa8648e40                129               
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa877a431               [k] 0xffffffffa8776e2a                28                
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa877a431               [k] 0xffffffffa8776e2a                14                
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa8784e98               [k] 0xffffffffa8775544                8                 
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa8789fa4               [k] 0xffffffffa8775480                23                
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa8789fae               [k] 0xffffffffa8770270                2                 
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa8789fb7               [k] 0xffffffffa878a80c                2                 
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa878a79a               [k] 0xffffffffa87788e0                39                
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa878a79a               [k] 0xffffffffa87788e0                38                
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa878a7eb               [k] 0xffffffffa8775860                4                 
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa878a7fc               [k] 0xffffffffa8776074                3                 
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa878a807               [k] 0xffffffffa8789f80                23                
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa87dfd65               [k] 0xffffffffa87e03dd                67                
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa87dfd65               [k] 0xffffffffa87e03dd                42                
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa87e002c               [k] 0xffffffffa87e01aa                78                
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa87e002c               [k] 0xffffffffa87e01aa                51                
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa87e01a5               [k] 0xffffffffa87dff50                16                
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa87e01a5               [k] 0xffffffffa87dff50                7                 
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa87e0215               [k] 0xffffffffa87e1479                39                
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa87e0215               [k] 0xffffffffa87e1479                21                
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa87e03d8               [k] 0xffffffffa87dfce0                73                
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa87e03d8               [k] 0xffffffffa87dfce0                47                
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa87e147a               [k] 0xffffffffa876e017                5                 
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa8840dcb               [k] 0xffffffffa8840e5b                18                
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa8840e56               [k] 0xffffffffa8840d90                5                 
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa8840e5c               [k] 0xffffffffa877553a                5                 
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa8895080               [k] 0xffffffffa88a1098                25                
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa8895092               [k] 0xffffffffa88a10ca                24                
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa8895092               [k] 0xffffffffa88a10ca                19                
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa8895092               [k] 0xffffffffa88a10ca                17                
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa8895092               [k] 0xffffffffa88a10ca                16                
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa8896584               [k] 0xffffffffa8709240                4                 
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa889661b               [k] 0xffffffffa88a062e                38                
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa88968a2               [k] 0xffffffffa88a066b                1                 
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa88968b0               [k] 0xffffffffa88a2a19                29                
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa88968b0               [k] 0xffffffffa88a2a19                20                
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa88968b0               [k] 0xffffffffa88a2a19                16                
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa88968b0               [k] 0xffffffffa88a2a19                14                
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa88968b0               [k] 0xffffffffa88a2a19                13                
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa88968b0               [k] 0xffffffffa88a2a19                12                
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa88969cd               [k] 0xffffffffa88a1729                634               
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa88969cd               [k] 0xffffffffa88a1749                881               
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa8896dc7               [k] 0xffffffffa889cc80                22                
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa889cc7b               [k] 0xffffffffa8896d20                13                
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa889ccd9               [k] 0xffffffffa889c410                12                
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa889cd87               [k] 0xffffffffa88a10a9                52                
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa889cd87               [k] 0xffffffffa88a10a9                43                
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa889cd87               [k] 0xffffffffa88a10a9                17                
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa889d4e8               [k] 0xffffffffa88a022f                3                 
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa889d707               [k] 0xffffffffa88a022f                9                 
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa88a0038               [k] 0xffffffffa8606870                66                
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa88a0038               [k] 0xffffffffa8606870                32                
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa88a022a               [k] 0xffffffffa889d4e0                11                
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa88a0249               [k] 0xffffffffa8705e6e                29                
